scenario_type,cars_N,cars_S,cars_E,cars_W,wait_N,wait_S,wait_E,wait_W,phase_flag,rush_flag,ped_flag,best_green_time
rush,1,7,5,4,1.0,75.0,59.0,68.0,1,1,0,10
rush,3,19,2,2,38.0,163.0,4.0,4.0,0,1,0,20
rush,0,3,4,7,0.0,19.0,69.0,113.0,1,1,0,15
rush,4,18,0,1,54.0,276.0,0.0,1.0,0,1,0,20
rush,1,12,4,4,1.0,109.0,48.0,77.0,1,1,0,10
rush,3,20,1,1,23.0,178.0,2.0,2.0,0,1,0,25
rush,3,5,4,8,4.0,66.0,42.0,118.0,1,1,0,10
rush,4,19,0,3,54.0,194.0,0.0,6.0,0,1,0,20
rush,1,5,3,7,1.0,20.0,29.0,133.0,1,1,0,10
rush,5,17,1,3,63.0,184.0,0.0,7.0,0,1,0,25
rush,4,8,4,6,77.0,75.0,48.0,110.0,1,1,0,10
rush,5,16,3,2,57.0,181.0,6.0,11.0,0,1,0,20
rush,2,14,7,5,4.0,75.0,111.0,48.0,1,1,0,10
rush,2,22,2,2,26.0,342.0,4.0,1.0,0,1,0,20
rush,0,7,2,6,0.0,30.0,45.0,86.0,1,1,0,10
rush,3,18,1,6,20.0,171.0,0.0,38.0,0,1,0,20
rush,2,17,3,10,3.0,210.0,34.0,200.0,1,1,0,20
rush,3,26,0,1,61.0,367.0,0.0,3.0,0,1,0,35
rush,1,7,4,5,2.0,113.0,65.0,68.0,1,1,0,10
rush,0,0,1,1,0.0,0.0,13.0,7.0,0,1,0,10
rush,0,0,1,1,0.0,0.0,0.0,9.0,1,1,1,20
rush,2,0,0,0,14.0,0.0,0.0,0.0,0,1,0,10
rush,1,0,0,0,0.0,0.0,0.0,0.0,0,1,0,10
rush,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,10
rush,1,0,1,1,2.0,0.0,1.0,2.0,0,1,1,20
rush,1,1,6,4,1.0,2.0,64.0,57.0,1,1,0,10
rush,2,0,1,0,16.0,0.0,1.0,0.0,0,1,0,10
rush,2,0,4,0,4.0,0.0,37.0,0.0,1,1,1,20
rush,4,0,1,1,49.0,0.0,1.0,1.0,0,1,0,10
rush,0,0,5,4,0.0,0.0,52.0,20.0,1,1,1,25
rush,2,2,3,0,31.0,34.0,27.0,0.0,0,1,0,10
rush,0,1,6,1,0.0,2.0,80.0,13.0,1,1,0,10
rush,0,1,0,1,0.0,8.0,0.0,1.0,0,1,0,10
rush,1,0,6,2,1.0,0.0,74.0,17.0,1,1,1,40
rush,3,2,1,2,94.0,68.0,2.0,3.0,0,1,0,10
rush,1,0,4,3,0.0,0.0,43.0,19.0,1,1,1,35
rush,6,1,1,1,122.0,29.0,2.0,2.0,0,1,0,10
rush,3,2,5,2,4.0,1.0,56.0,18.0,1,1,0,10
rush,2,1,8,1,24.0,2.0,43.0,2.0,0,1,0,10
rush,1,0,9,3,5.0,0.0,102.0,14.0,1,1,1,40
rush,11,2,6,2,350.0,55.0,49.0,3.0,0,1,0,15
rush,0,2,4,6,0.0,1.0,68.0,53.0,1,1,0,10
rush,6,4,4,1,73.0,36.0,18.0,2.0,0,1,0,10
rush,1,2,8,4,0.0,11.0,98.0,34.0,1,1,1,20
rush,6,3,5,1,83.0,71.0,65.0,3.0,0,1,0,10
rush,3,1,11,6,16.0,4.0,140.0,66.0,1,1,0,15
rush,6,3,4,1,108.0,34.0,39.0,2.0,0,1,1,20
rush,2,0,13,8,7.0,0.0,267.0,132.0,1,1,0,20
rush,7,3,1,4,116.0,32.0,1.0,10.0,0,1,0,15
rush,1,0,14,7,1.0,0.0,235.0,101.0,1,1,0,20
rush,5,2,7,1,78.0,25.0,78.0,2.0,0,1,0,10
rush,2,0,12,7,1.0,0.0,133.0,74.0,1,1,0,15
rush,5,2,8,1,72.0,14.0,80.0,1.0,0,1,0,15
rush,1,0,13,5,1.0,0.0,206.0,58.0,1,1,0,15
rush,6,3,12,1,76.0,30.0,120.0,3.0,0,1,0,10
rush,6,2,13,2,47.0,24.0,189.0,8.0,1,1,0,15
rush,8,3,5,2,94.0,30.0,54.0,6.0,0,1,0,10
rush,4,0,12,5,7.0,0.0,155.0,50.0,1,1,0,15
rush,8,3,9,1,137.0,36.0,93.0,0.0,0,1,0,20
rush,2,0,14,5,4.0,0.0,258.0,53.0,1,1,0,15
rush,7,2,7,4,106.0,25.0,54.0,10.0,0,1,0,15
rush,4,0,13,6,62.0,0.0,198.0,95.0,1,1,0,15
rush,7,3,6,5,90.0,21.0,36.0,8.0,0,1,0,10
rush,2,0,11,8,4.0,0.0,134.0,108.0,1,1,0,15
rush,5,3,1,3,79.0,19.0,1.0,4.0,0,1,0,15
rush,3,0,10,7,28.0,0.0,149.0,93.0,1,1,0,15
rush,7,3,6,1,92.0,21.0,27.0,1.0,0,1,0,10
rush,1,2,7,5,0.0,3.0,68.0,32.0,1,1,0,10
rush,5,2,6,2,69.0,12.0,29.0,3.0,0,1,0,10
rush,2,0,10,6,15.0,0.0,117.0,44.0,1,1,0,10
rush,6,0,7,2,68.0,0.0,50.0,2.0,0,1,0,10
rush,2,0,12,5,6.0,0.0,131.0,30.0,1,1,0,20
rush,8,3,5,0,145.0,19.0,70.0,0.0,0,1,0,10
rush,2,0,10,3,15.0,0.0,133.0,19.0,1,1,0,10
rush,6,0,9,0,70.0,0.0,49.0,0.0,0,1,0,10
rush,2,1,12,2,5.0,0.0,132.0,12.0,1,1,0,10
rush,5,1,7,1,74.0,1.0,30.0,0.0,0,1,0,10
rush,3,1,12,2,16.0,2.0,151.0,20.0,1,1,0,10
rush,6,1,5,1,65.0,4.0,27.0,1.0,0,1,0,10
rush,2,0,11,4,4.0,0.0,127.0,36.0,1,1,0,10
rush,5,1,8,2,61.0,9.0,31.0,4.0,0,1,0,10
rush,2,0,12,5,9.0,0.0,142.0,43.0,1,1,0,15
rush,5,2,5,0,83.0,15.0,52.0,0.0,0,1,0,15
rush,0,1,12,4,0.0,0.0,186.0,36.0,1,1,0,10
rush,5,2,10,3,62.0,7.0,65.0,5.0,0,1,0,15
rush,4,0,13,7,58.0,0.0,175.0,94.0,1,1,0,20
rush,7,1,13,1,117.0,21.0,161.0,1.0,0,1,0,10
rush,2,1,14,4,3.0,0.0,190.0,31.0,1,1,0,25
rush,8,3,8,1,192.0,32.0,183.0,0.0,0,1,0,15
rush,3,0,8,4,25.0,0.0,115.0,19.0,1,1,0,10
rush,6,1,1,1,75.0,5.0,0.0,2.0,0,1,0,10
rush,1,0,9,4,2.0,0.0,99.0,31.0,1,1,0,10
rush,5,1,4,1,56.0,1.0,23.0,2.0,0,1,0,10
rush,3,1,11,5,26.0,1.0,139.0,45.0,1,1,0,10
rush,5,2,11,1,49.0,12.0,70.0,3.0,0,1,0,15
rush,2,0,17,7,3.0,0.0,237.0,100.0,1,1,0,30
rush,11,5,5,0,309.0,106.0,85.0,0.0,0,1,0,10
rush,6,0,8,3,48.0,0.0,106.0,7.0,1,1,0,10
rush,8,2,9,0,95.0,12.0,61.0,0.0,0,1,0,20
rush,3,0,14,5,7.0,0.0,246.0,55.0,1,1,0,25
rush,10,3,9,1,227.0,49.0,161.0,1.0,0,1,0,10
rush,2,1,11,3,4.0,1.0,126.0,26.0,1,1,0,10
rush,9,1,6,1,115.0,4.0,27.0,1.0,0,1,0,10
rush,0,0,14,4,0.0,0.0,163.0,30.0,1,1,0,25
rush,7,6,4,3,148.0,90.0,8.0,4.0,0,1,0,25
rush,1,2,10,8,1.0,3.0,236.0,147.0,1,1,0,25
rush,9,1,1,2,182.0,4.0,1.0,5.0,0,1,0,10
rush,3,1,8,5,6.0,1.0,96.0,52.0,1,1,0,15
rush,8,2,3,2,130.0,14.0,36.0,5.0,0,1,0,10
rush,3,1,10,8,4.0,0.0,113.0,82.0,1,1,0,15
rush,5,3,6,2,85.0,40.0,48.0,4.0,0,1,0,10
rush,0,0,10,6,0.0,0.0,105.0,72.0,1,1,0,10
rush,5,3,5,2,56.0,23.0,24.0,4.0,0,1,0,15
rush,1,0,12,6,1.0,0.0,179.0,75.0,1,1,0,20
rush,6,3,8,1,79.0,44.0,89.0,1.0,0,1,0,10
rush,0,1,10,5,0.0,3.0,84.0,52.0,1,1,0,10
rush,4,3,6,0,47.0,27.0,28.0,0.0,0,1,0,10
rush,2,0,13,6,4.0,0.0,162.0,71.0,1,1,0,20
rush,0,0,2,0,0.0,0.0,11.0,0.0,0,1,0,10
rush,0,1,1,0,0.0,0.0,20.0,0.0,1,1,0,10
rush,1,3,0,1,0.0,18.0,0.0,1.0,0,1,0,10
rush,1,2,2,0,2.0,4.0,18.0,0.0,1,1,1,20
rush,3,2,1,1,51.0,58.0,2.0,2.0,0,1,0,10
rush,0,0,3,3,0.0,0.0,16.0,16.0,1,1,0,10
rush,1,2,1,1,5.0,6.0,2.0,1.0,0,1,0,10
rush,0,0,4,2,0.0,0.0,30.0,31.0,1,1,1,20
rush,2,2,3,1,14.0,28.0,2.0,1.0,0,1,0,10
rush,2,0,3,4,2.0,0.0,25.0,22.0,1,1,0,10
rush,2,2,4,1,7.0,8.0,35.0,3.0,0,1,0,10
rush,2,0,8,2,4.0,0.0,79.0,17.0,1,1,0,10
rush,1,1,3,0,10.0,5.0,4.0,0.0,0,1,0,10
rush,1,0,10,1,4.0,0.0,114.0,2.0,1,1,0,15
rush,3,3,9,0,19.0,22.0,96.0,0.0,0,1,0,10
rush,2,1,12,1,2.0,3.0,112.0,4.0,1,1,0,20
rush,5,4,3,1,63.0,48.0,5.0,2.0,0,1,0,10
rush,1,2,11,3,1.0,3.0,156.0,21.0,1,1,1,25
rush,7,6,4,0,129.0,110.0,43.0,0.0,0,1,0,10
rush,2,4,13,2,3.0,20.0,147.0,11.0,1,1,0,10
rush,5,6,8,2,52.0,71.0,40.0,4.0,0,1,0,10
rush,3,2,17,3,4.0,4.0,176.0,28.0,1,1,0,25
rush,10,9,11,1,195.0,208.0,155.0,2.0,0,1,0,25
rush,1,0,26,11,1.0,0.0,549.0,193.0,1,1,0,35
rush,15,7,14,1,380.0,135.0,211.0,3.0,0,1,0,25
rush,2,1,31,7,3.0,1.0,566.0,112.0,1,1,0,25
rush,9,10,4,5,185.0,204.0,9.0,25.0,0,1,0,30
rush,0,2,34,15,0.0,6.0,798.0,302.0,1,1,1,35
rush,13,9,17,2,307.0,246.0,234.0,2.0,0,1,0,30
rush,3,2,35,7,8.0,4.0,740.0,183.0,1,1,1,40
rush,10,11,22,4,287.0,303.0,504.0,7.0,0,1,0,30
rush,0,1,35,16,0.0,3.0,786.0,372.0,1,1,0,30
rush,11,8,12,2,260.0,168.0,64.0,6.0,0,1,0,25
rush,3,1,30,13,5.0,1.0,455.0,294.0,1,1,0,40
rush,12,12,20,1,392.0,343.0,483.0,2.0,0,1,0,30
rush,2,1,33,9,5.0,2.0,762.0,218.0,1,1,0,25
rush,12,5,20,1,227.0,91.0,278.0,2.0,0,1,0,25
rush,3,1,38,5,7.0,1.0,672.0,65.0,1,1,0,40
rush,14,12,13,0,446.0,406.0,155.0,0.0,0,1,0,40
rush,1,1,35,11,1.0,2.0,1042.0,243.0,1,1,0,40
rush,12,6,20,1,360.0,102.0,372.0,2.0,0,1,0,25
rush,2,2,34,4,3.0,2.0,677.0,71.0,1,1,0,30
rush,12,10,14,1,326.0,185.0,132.0,1.0,0,1,0,40
rush,2,2,38,12,6.0,4.0,1202.0,293.0,1,1,0,40
rush,10,11,18,1,270.0,293.0,206.0,2.0,0,1,0,35
rush,3,2,34,11,5.0,5.0,860.0,266.0,1,1,0,30
rush,13,5,24,4,327.0,93.0,401.0,17.0,0,1,0,25
rush,2,1,34,12,4.0,5.0,609.0,244.0,1,1,0,30
rush,12,11,15,2,295.0,238.0,75.0,2.0,0,1,0,35
rush,3,2,36,15,8.0,5.0,953.0,401.0,1,1,0,40
rush,14,7,23,2,441.0,146.0,612.0,9.0,0,1,0,30
rush,2,1,33,7,11.0,2.0,676.0,177.0,1,1,0,25
rush,7,6,19,2,146.0,108.0,249.0,3.0,0,1,0,10
rush,2,1,25,5,4.0,1.0,271.0,35.0,1,1,0,30
rush,12,11,21,2,289.0,260.0,315.0,4.0,0,1,0,30
rush,1,1,37,13,1.0,2.0,841.0,294.0,1,1,0,35
rush,10,10,9,2,208.0,272.0,60.0,6.0,0,1,0,30
rush,2,1,36,8,4.0,2.0,815.0,158.0,1,1,0,35
rush,9,11,11,1,203.0,297.0,92.0,1.0,0,1,0,30
rush,1,2,33,14,1.0,2.0,738.0,299.0,1,1,0,30
rush,10,8,21,3,234.0,190.0,356.0,5.0,0,1,0,20
rush,5,0,30,8,23.0,0.0,420.0,112.0,1,1,0,35
rush,14,7,9,3,431.0,160.0,70.0,14.0,0,1,0,25
rush,1,0,32,13,2.0,0.0,649.0,230.0,1,1,0,35
rush,13,9,13,3,332.0,160.0,182.0,7.0,0,1,0,30
rush,1,1,35,12,3.0,1.0,790.0,314.0,1,1,0,40
rush,12,11,22,1,368.0,245.0,313.0,2.0,0,1,0,35
rush,4,2,35,15,17.0,4.0,813.0,452.0,1,1,0,40
rush,14,8,11,1,409.0,201.0,159.0,2.0,0,1,0,30
rush,0,0,0,1,0.0,0.0,0.0,11.0,0,1,0,10
rush,1,0,0,1,0.0,0.0,0.0,8.0,1,1,0,10
rush,0,1,0,0,0.0,9.0,0.0,0.0,0,1,0,10
rush,1,0,0,2,1.0,0.0,0.0,17.0,1,1,0,10
rush,1,0,0,1,15.0,0.0,0.0,2.0,0,1,0,10
rush,0,0,1,3,0.0,0.0,8.0,24.0,1,1,0,10
rush,1,0,0,0,7.0,0.0,0.0,0.0,0,1,0,10
rush,0,0,3,2,0.0,0.0,24.0,7.0,1,1,0,10
rush,2,2,1,3,13.0,13.0,4.0,5.0,0,1,0,10
rush,0,0,1,4,0.0,0.0,5.0,43.0,1,1,0,10
rush,2,0,1,2,11.0,0.0,1.0,4.0,0,1,0,10
rush,0,0,1,7,0.0,0.0,9.0,74.0,1,1,0,15
rush,3,3,0,2,19.0,19.0,0.0,4.0,0,1,0,10
rush,3,0,1,7,11.0,0.0,6.0,88.0,1,1,0,15
rush,7,1,2,4,95.0,5.0,2.0,13.0,0,1,0,15
rush,5,0,3,10,54.0,0.0,43.0,108.0,1,1,0,10
rush,8,1,1,3,94.0,5.0,3.0,6.0,0,1,0,10
rush,2,2,2,11,4.0,3.0,11.0,147.0,1,1,1,30
rush,12,9,1,2,351.0,169.0,1.0,2.0,0,1,0,25
rush,1,1,1,11,1.0,2.0,31.0,214.0,1,1,0,10
rush,10,3,1,5,127.0,15.0,0.0,7.0,0,1,0,10
rush,4,3,2,14,12.0,28.0,14.0,174.0,1,1,0,20
rush,13,8,1,4,234.0,112.0,3.0,7.0,0,1,0,20
rush,8,2,7,19,89.0,5.0,98.0,348.0,1,1,0,30
rush,20,9,3,1,506.0,223.0,57.0,1.0,0,1,0,30
rush,5,1,9,21,14.0,0.0,201.0,521.0,1,1,0,45
rush,20,12,0,3,807.0,303.0,0.0,7.0,0,1,0,40
rush,10,2,3,24,329.0,2.0,17.0,776.0,1,1,0,35
rush,19,4,0,6,524.0,35.0,0.0,16.0,0,1,0,30
rush,11,1,8,25,247.0,2.0,189.0,590.0,1,1,0,45
rush,22,11,1,6,829.0,263.0,2.0,11.0,0,1,0,30
rush,8,2,2,30,170.0,6.0,11.0,724.0,1,1,0,30
rush,20,8,2,2,541.0,170.0,3.0,2.0,0,1,0,35
rush,9,1,13,31,265.0,2.0,348.0,888.0,1,1,0,45
rush,21,9,0,3,781.0,178.0,0.0,6.0,0,1,0,35
rush,9,2,2,29,211.0,2.0,6.0,903.0,1,1,0,45
rush,22,11,1,1,820.0,290.0,3.0,1.0,0,1,0,35
rush,8,1,9,27,53.0,3.0,186.0,777.0,1,1,0,45
rush,18,14,1,3,625.0,424.0,8.0,6.0,0,1,0,35
rush,10,0,4,28,270.0,0.0,18.0,811.0,1,1,0,45
rush,21,9,1,2,778.0,232.0,1.0,2.0,0,1,0,35
rush,7,1,6,28,32.0,1.0,104.0,823.0,1,1,0,35
rush,19,8,2,0,543.0,188.0,13.0,0.0,0,1,0,25
rush,8,0,5,30,124.0,0.0,126.0,594.0,1,1,0,45
rush,22,13,0,0,923.0,356.0,0.0,0.0,0,1,0,40
rush,2,2,8,27,3.0,2.0,193.0,893.0,1,1,0,45
rush,15,8,0,1,540.0,181.0,0.0,2.0,0,1,0,25
rush,7,3,0,26,84.0,4.0,0.0,566.0,1,1,0,40
rush,21,13,1,1,660.0,353.0,3.0,2.0,0,1,0,35
rush,9,3,10,31,189.0,5.0,226.0,880.0,1,1,0,40
rush,20,13,2,1,655.0,407.0,39.0,1.0,0,1,0,30
rush,11,1,9,25,279.0,1.0,226.0,657.0,1,1,0,50
rush,21,14,1,1,912.0,417.0,3.0,2.0,0,1,0,45
rush,8,1,6,27,154.0,1.0,102.0,969.0,1,1,0,35
rush,16,8,1,14,509.0,191.0,3.0,99.0,0,1,0,25
rush,11,1,3,33,105.0,1.0,40.0,642.0,1,1,0,40
rush,22,11,1,4,731.0,267.0,19.0,6.0,0,1,0,30
rush,10,1,7,30,188.0,1.0,113.0,739.0,1,1,0,40
rush,21,10,1,13,738.0,210.0,2.0,92.0,0,1,0,30
rush,10,2,3,34,239.0,22.0,50.0,820.0,1,1,0,25
rush,19,7,0,19,412.0,107.0,0.0,214.0,0,1,0,35
rush,12,2,10,38,294.0,5.0,225.0,1091.0,1,1,0,35
rush,20,9,1,4,588.0,214.0,15.0,9.0,0,1,0,30
rush,8,0,8,31,177.0,0.0,178.0,836.0,1,1,0,45
rush,0,0,2,2,0.0,0.0,15.0,18.0,0,1,0,10
rush,0,0,1,1,0.0,0.0,0.0,8.0,1,1,0,10
rush,1,0,0,1,0.0,0.0,0.0,4.0,0,1,0,10
rush,2,0,1,1,6.0,0.0,15.0,19.0,1,1,1,20
rush,8,2,1,0,122.0,14.0,1.0,0.0,0,1,0,20
rush,4,1,1,1,6.0,2.0,0.0,13.0,1,1,1,20
rush,12,1,1,0,199.0,7.0,3.0,0.0,0,1,0,25
rush,2,1,1,2,4.0,2.0,31.0,27.0,1,1,1,20
rush,14,1,1,0,255.0,8.0,2.0,0.0,0,1,0,20
rush,8,0,4,1,97.0,0.0,50.0,21.0,1,1,0,10
rush,16,2,1,0,173.0,18.0,3.0,0.0,0,1,0,20
rush,2,2,4,3,3.0,8.0,73.0,29.0,1,1,0,10
rush,14,4,0,1,179.0,35.0,0.0,11.0,0,1,0,20
rush,9,3,6,5,91.0,25.0,97.0,88.0,1,1,0,20
rush,20,4,2,1,396.0,89.0,7.0,20.0,0,1,0,40
rush,6,0,11,5,39.0,0.0,243.0,152.0,1,1,0,10
rush,19,0,3,3,219.0,0.0,6.0,30.0,0,1,0,25
rush,3,0,11,6,5.0,0.0,252.0,130.0,1,1,0,20
rush,22,4,4,2,421.0,52.0,10.0,9.0,0,1,0,45
rush,1,0,18,9,1.0,0.0,646.0,342.0,1,1,0,40
rush,22,5,0,3,716.0,73.0,0.0,20.0,0,1,0,45
rush,1,1,15,9,2.0,2.0,456.0,256.0,1,1,0,30
rush,21,6,2,4,562.0,157.0,4.0,77.0,0,1,1,50
rush,2,1,20,10,2.0,2.0,700.0,389.0,1,1,0,30
rush,18,6,4,3,484.0,122.0,12.0,18.0,0,1,0,30
rush,3,2,15,8,5.0,9.0,392.0,222.0,1,1,0,25
rush,24,6,1,5,520.0,156.0,2.0,80.0,0,1,0,40
rush,2,2,16,10,2.0,5.0,549.0,265.0,1,1,0,30
rush,29,7,0,6,737.0,198.0,0.0,22.0,0,1,0,40
rush,9,3,13,10,119.0,63.0,346.0,254.0,1,1,0,25
rush,34,3,2,4,683.0,61.0,3.0,56.0,0,1,0,50
rush,2,2,19,9,2.0,12.0,748.0,385.0,1,1,0,35
rush,34,7,1,7,966.0,151.0,1.0,190.0,0,1,0,45
rush,5,3,16,10,27.0,48.0,510.0,350.0,1,1,0,35
rush,38,7,1,0,1029.0,175.0,1.0,0.0,0,1,0,45
rush,12,1,17,9,202.0,1.0,564.0,297.0,1,1,0,35
rush,41,5,1,5,1062.0,101.0,1.0,122.0,0,1,0,40
rush,10,2,13,10,61.0,3.0,370.0,282.0,1,1,0,35
rush,41,6,1,3,1057.0,145.0,2.0,56.0,0,1,0,50
rush,4,4,18,10,8.0,36.0,661.0,350.0,1,1,0,35
rush,35,8,3,5,915.0,208.0,6.0,150.0,0,1,0,40
rush,4,0,16,10,10.0,0.0,481.0,287.0,1,1,0,35
rush,38,4,3,6,1086.0,59.0,7.0,177.0,0,1,0,50
rush,2,5,17,10,4.0,92.0,623.0,378.0,1,1,0,35
rush,37,7,1,7,1002.0,164.0,2.0,225.0,0,1,0,45
rush,1,3,14,10,1.0,42.0,363.0,332.0,1,1,0,30
rush,36,4,2,0,835.0,72.0,2.0,0.0,0,1,0,45
rush,4,6,19,8,5.0,136.0,646.0,259.0,1,1,0,45
rush,37,10,1,2,1369.0,288.0,3.0,4.0,0,1,0,45
rush,5,0,11,9,22.0,0.0,336.0,308.0,1,1,0,25
rush,32,0,3,4,690.0,0.0,4.0,37.0,0,1,0,50
rush,3,2,20,11,4.0,19.0,724.0,327.0,1,1,0,35
rush,34,10,2,4,972.0,255.0,3.0,37.0,0,1,0,50
rush,3,0,17,9,14.0,0.0,612.0,244.0,1,1,0,30
rush,33,2,1,4,803.0,1.0,3.0,52.0,0,1,0,50
rush,0,6,18,11,0.0,81.0,651.0,419.0,1,1,0,30
rush,30,7,1,4,764.0,161.0,2.0,95.0,0,1,0,50
rush,0,0,1,0,0.0,0.0,8.0,0.0,0,1,0,10
rush,1,0,1,1,0.0,0.0,2.0,0.0,1,1,0,10
rush,2,0,0,0,7.0,0.0,0.0,0.0,0,1,0,10
rush,0,1,1,1,0.0,2.0,5.0,7.0,1,1,1,20
rush,0,4,1,1,0.0,77.0,0.0,3.0,0,1,0,10
rush,1,2,2,2,0.0,5.0,7.0,20.0,1,1,0,10
rush,1,2,3,0,5.0,13.0,18.0,0.0,0,1,0,10
rush,0,1,5,0,0.0,2.0,53.0,0.0,1,1,0,10
rush,2,6,1,1,2.0,74.0,1.0,3.0,0,1,0,10
rush,0,4,2,1,0.0,17.0,5.0,5.0,1,1,0,10
rush,2,9,1,0,8.0,114.0,2.0,0.0,0,1,0,10
rush,2,4,4,1,1.0,9.0,31.0,3.0,1,1,0,10
rush,2,7,3,2,13.0,85.0,4.0,7.0,0,1,1,30
rush,1,2,8,5,1.0,4.0,186.0,80.0,1,1,0,20
rush,2,6,0,5,36.0,111.0,0.0,50.0,0,1,0,10
rush,1,2,4,6,1.0,3.0,37.0,57.0,1,1,1,25
rush,10,13,2,3,200.0,287.0,2.0,7.0,0,1,0,30
rush,1,4,9,8,2.0,12.0,188.0,181.0,1,1,0,20
rush,4,14,1,2,80.0,277.0,13.0,3.0,0,1,1,45
rush,1,3,15,12,1.0,5.0,564.0,489.0,1,1,0,30
rush,5,15,3,5,86.0,398.0,5.0,82.0,0,1,1,25
rush,2,8,14,13,4.0,19.0,267.0,277.0,1,1,0,30
rush,12,19,9,2,285.0,491.0,229.0,3.0,0,1,0,35
rush,1,6,19,17,1.0,16.0,522.0,501.0,1,1,0,30
rush,3,24,7,6,16.0,621.0,103.0,32.0,0,1,0,35
rush,2,5,18,19,1.0,19.0,535.0,544.0,1,1,1,35
rush,8,32,2,2,160.0,969.0,3.0,4.0,0,1,0,35
rush,4,1,16,17,15.0,1.0,480.0,486.0,1,1,1,30
rush,8,23,7,3,190.0,623.0,61.0,6.0,0,1,0,50
rush,0,3,20,17,0.0,6.0,681.0,775.0,1,1,0,35
rush,3,25,5,5,17.0,769.0,15.0,30.0,0,1,0,50
rush,1,4,19,18,7.0,8.0,687.0,665.0,1,1,0,35
rush,8,19,8,7,185.0,607.0,136.0,201.0,0,1,0,35
rush,0,8,16,16,0.0,47.0,443.0,462.0,1,1,0,30
rush,5,20,8,10,80.0,470.0,175.0,178.0,0,1,0,30
rush,1,2,18,19,2.0,2.0,437.0,488.0,1,1,0,35
rush,7,24,7,4,123.0,658.0,176.0,10.0,0,1,0,45
rush,1,3,20,17,3.0,5.0,686.0,573.0,1,1,0,35
rush,3,28,7,4,32.0,835.0,98.0,62.0,0,1,0,50
rush,2,2,20,19,4.0,4.0,767.0,748.0,1,1,0,35
rush,8,19,2,1,192.0,582.0,4.0,1.0,0,1,0,40
rush,1,5,17,16,3.0,24.0,568.0,499.0,1,1,0,40
rush,4,24,3,3,51.0,827.0,9.0,8.0,0,1,0,50
rush,1,1,17,16,1.0,1.0,633.0,567.0,1,1,0,40
rush,9,23,3,8,233.0,745.0,8.0,254.0,0,1,0,45
rush,2,3,17,17,4.0,3.0,504.0,515.0,1,1,0,30
rush,7,20,10,8,128.0,539.0,178.0,83.0,0,1,0,40
rush,2,6,20,20,4.0,19.0,633.0,656.0,1,1,0,35
rush,7,23,1,9,143.0,662.0,1.0,201.0,0,1,0,50
rush,1,4,18,19,7.0,6.0,627.0,709.0,1,1,0,35
rush,4,21,10,1,58.0,663.0,264.0,1.0,0,1,0,40
rush,1,6,19,14,1.0,13.0,577.0,410.0,1,1,0,40
rush,8,30,4,4,175.0,975.0,22.0,8.0,0,1,0,35
rush,3,4,12,14,23.0,8.0,352.0,433.0,1,1,0,30
rush,10,24,1,11,271.0,627.0,3.0,180.0,0,1,0,40
rush,1,2,18,20,2.0,3.0,572.0,640.0,1,1,0,40
rush,7,24,2,2,147.0,783.0,3.0,2.0,0,1,0,40
rush,1,5,18,11,2.0,16.0,561.0,340.0,1,1,0,40
rush,5,29,9,1,95.0,945.0,297.0,2.0,0,1,0,50
rush,0,0,1,0,0.0,0.0,15.0,0.0,0,1,0,10
rush,0,0,1,1,0.0,0.0,0.0,0.0,1,1,0,10
rush,2,0,0,0,8.0,0.0,0.0,0.0,0,1,0,10
rush,0,1,3,1,0.0,1.0,23.0,10.0,1,1,1,20
rush,1,1,1,1,18.0,14.0,2.0,0.0,0,1,0,10
rush,0,1,1,1,0.0,0.0,0.0,3.0,1,1,0,10
rush,2,1,1,1,10.0,2.0,2.0,1.0,0,1,0,10
rush,1,1,3,3,0.0,3.0,21.0,22.0,1,1,1,20
rush,4,3,2,1,66.0,56.0,4.0,0.0,0,1,0,15
rush,0,2,7,3,0.0,4.0,101.0,15.0,1,1,1,20
rush,2,6,7,0,31.0,90.0,112.0,0.0,0,1,0,15
rush,2,2,10,3,3.0,6.0,110.0,12.0,1,1,0,10
rush,3,3,7,1,31.0,43.0,37.0,3.0,0,1,0,10
rush,3,0,13,3,4.0,0.0,137.0,20.0,1,1,0,10
rush,4,3,7,2,50.0,30.0,23.0,5.0,0,1,0,15
rush,2,1,15,8,4.0,1.0,161.0,89.0,1,1,0,25
rush,8,7,13,0,169.0,112.0,183.0,0.0,0,1,0,10
rush,3,2,12,1,4.0,8.0,73.0,8.0,1,1,1,20
rush,8,7,4,2,147.0,122.0,12.0,2.0,0,1,1,30
rush,3,4,20,10,7.0,7.0,437.0,198.0,1,1,0,30
rush,9,8,2,6,225.0,183.0,4.0,112.0,0,1,0,25
rush,2,1,18,15,2.0,2.0,426.0,306.0,1,1,0,30
rush,11,12,5,7,246.0,292.0,46.0,27.0,0,1,0,35
rush,1,2,24,16,3.0,3.0,690.0,382.0,1,1,1,30
rush,13,10,8,2,351.0,261.0,38.0,5.0,0,1,0,25
rush,3,2,24,16,5.0,23.0,512.0,371.0,1,1,1,30
rush,9,12,13,12,235.0,280.0,120.0,187.0,0,1,0,30
rush,1,3,26,22,2.0,5.0,637.0,551.0,1,1,1,35
rush,10,13,18,5,246.0,348.0,392.0,16.0,0,1,1,45
rush,1,1,29,21,1.0,2.0,1031.0,730.0,1,1,0,40
